EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM1145,31,26-35,No,Travel_Frequently,715,Sales,2,4,Other,1,1613,4,Male,54,3,2,Sales Executive,1,Single,"$5,332.00",5k-10k,21602,7,Y,No,13,3,4,80,0,10,3,3,5,2,0,3
RM1146,36,36-45,No,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1,1614,3,Female,76,3,2,Manufacturing Director,3,Married,"$4,663.00",Upto 5k,12421,9,Y,Yes,12,3,2,80,2,7,2,3,3,2,1,1
RM1147,34,26-35,No,Travel_Frequently,426,Research & Development,10,4,Life Sciences,1,1615,3,Male,42,4,2,Manufacturing Director,4,Divorced,"$4,724.00",Upto 5k,17000,1,Y,No,13,3,1,80,1,9,3,3,9,7,7,2
RM1148,49,46-55,No,Travel_Rarely,722,Research & Development,25,4,Life Sciences,1,1617,3,Female,84,3,1,Laboratory Technician,1,Married,"$3,211.00",Upto 5k,22102,1,Y,No,14,3,4,80,1,10,3,2,9,6,1,4
RM1149,39,36-45,No,Travel_Rarely,1387,Research & Development,10,5,Medical,1,1618,2,Male,76,3,2,Manufacturing Director,1,Married,"$5,377.00",5k-10k,3835,2,Y,No,13,3,4,80,3,10,3,3,7,7,7,7
RM115,34,26-35,No,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,1,151,3,Female,45,2,2,Research Scientist,2,Divorced,"$4,505.00",Upto 5k,15000,6,Y,No,15,3,3,80,1,12,3,3,1,0,0,0
RM1150,27,26-35,No,Travel_Rarely,1302,Research & Development,19,3,Other,1,1619,4,Male,67,2,1,Laboratory Technician,1,Divorced,"$4,066.00",Upto 5k,16290,1,Y,No,11,3,1,80,2,7,3,3,7,7,0,7
RM1151,35,26-35,No,Travel_Rarely,819,Research & Development,18,5,Life Sciences,1,1621,2,Male,48,4,2,Research Scientist,1,Married,"$5,208.00",5k-10k,26312,1,Y,No,11,3,4,80,0,16,2,3,16,15,1,10
RM1152,28,26-35,No,Travel_Rarely,580,Research & Development,27,3,Medical,1,1622,2,Female,39,1,2,Manufacturing Director,1,Divorced,"$4,877.00",Upto 5k,20460,0,Y,No,21,4,2,80,1,6,5,2,5,3,0,0
RM1153,21,18-25,No,Travel_Rarely,546,Research & Development,5,1,Medical,1,1623,3,Male,97,3,1,Research Scientist,4,Single,"$3,117.00",Upto 5k,26009,1,Y,No,18,3,3,80,0,3,2,3,2,2,2,2
RM1154,18,18-25,Yes,Travel_Frequently,544,Sales,3,2,Medical,1,1624,2,Female,70,3,1,Sales Representative,4,Single,"$1,569.00",Upto 5k,18420,1,Y,Yes,12,3,3,80,0,0,2,4,0,0,0,0
RM1155,47,46-55,No,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,1,1625,4,Female,98,3,5,Manager,3,Married,"$19,658.00",15k+,5220,3,Y,No,11,3,3,80,1,27,2,3,5,2,1,0
RM1156,39,36-45,No,Travel_Rarely,170,Research & Development,3,2,Medical,1,1627,3,Male,76,2,2,Laboratory Technician,3,Divorced,"$3,069.00",Upto 5k,10302,0,Y,No,15,3,4,80,1,11,3,3,10,8,0,7
RM1157,40,36-45,No,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,1628,1,Female,80,2,3,Manufacturing Director,3,Married,"$10,435.00",10k-15k,25800,1,Y,No,13,3,4,80,2,18,2,3,18,15,14,12
RM1158,35,26-35,No,Non-Travel,208,Research & Development,8,4,Life Sciences,1,1630,3,Female,52,3,2,Healthcare Representative,3,Married,"$4,148.00",Upto 5k,12250,1,Y,No,12,3,4,80,1,15,5,3,14,11,2,9
RM1159,37,36-45,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1,1631,3,Male,85,3,2,Manufacturing Director,3,Married,"$5,768.00",5k-10k,26493,3,Y,No,17,3,1,80,3,9,2,2,4,3,0,2
RM116,37,36-45,No,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,152,3,Male,87,3,3,Sales Executive,4,Single,"$7,428.00",5k-10k,14506,2,Y,No,12,3,1,80,0,12,3,3,5,3,1,3
RM1160,39,36-45,No,Travel_Frequently,711,Research & Development,4,3,Medical,1,1633,1,Female,81,3,2,Manufacturing Director,3,Single,"$5,042.00",5k-10k,3140,0,Y,No,13,3,4,80,0,10,2,1,9,2,3,8
RM1161,45,36-45,No,Travel_Rarely,1329,Research & Development,2,2,Other,1,1635,4,Female,59,2,2,Manufacturing Director,4,Divorced,"$5,770.00",5k-10k,5388,1,Y,No,19,3,1,80,2,10,3,3,10,7,3,9
RM1162,38,36-45,No,Travel_Rarely,397,Research & Development,2,2,Medical,1,1638,4,Female,54,2,3,Manufacturing Director,3,Married,"$7,756.00",5k-10k,14199,3,Y,Yes,19,3,4,80,1,10,6,4,5,4,0,2
RM1163,35,26-35,Yes,Travel_Rarely,737,Sales,10,3,Medical,1,1639,4,Male,55,2,3,Sales Executive,1,Married,"$10,306.00",10k-15k,21530,9,Y,No,17,3,3,80,0,15,3,3,13,12,6,0
RM1164,37,36-45,No,Travel_Rarely,1470,Research & Development,10,3,Medical,1,1640,2,Female,71,3,1,Research Scientist,2,Married,"$3,936.00",Upto 5k,9953,1,Y,No,11,3,1,80,1,8,2,1,8,4,7,7
RM1165,40,36-45,No,Travel_Rarely,448,Research & Development,16,3,Life Sciences,1,1641,3,Female,84,3,3,Manufacturing Director,4,Single,"$7,945.00",5k-10k,19948,6,Y,Yes,15,3,4,80,0,18,2,2,4,2,3,3
RM1166,44,36-45,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,1642,1,Male,37,3,2,Human Resources,4,Married,"$5,743.00",5k-10k,10503,4,Y,Yes,11,3,3,80,0,14,3,3,10,7,0,2
RM1167,48,46-55,No,Travel_Frequently,365,Research & Development,4,5,Medical,1,1644,3,Male,89,2,4,Manager,4,Married,"$15,202.00",15k+,5602,2,Y,No,25,4,2,80,1,23,3,3,2,2,2,2
RM1168,35,26-35,Yes,Travel_Rarely,763,Sales,15,2,Medical,1,1645,1,Male,59,1,2,Sales Executive,4,Divorced,"$5,440.00",5k-10k,22098,6,Y,Yes,14,3,4,80,2,7,2,2,2,2,2,2
RM1169,24,18-25,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,1646,1,Female,32,3,1,Research Scientist,4,Single,"$3,760.00",Upto 5k,17218,1,Y,Yes,13,3,3,80,0,6,2,3,6,3,1,3
RM117,34,26-35,No,Travel_Rarely,1354,Research & Development,5,3,Medical,1,153,3,Female,45,2,3,Manager,1,Single,"$11,631.00",10k-15k,5615,2,Y,No,12,3,4,80,0,14,6,3,11,10,5,8
RM1170,27,26-35,No,Travel_Rarely,486,Research & Development,8,3,Medical,1,1647,2,Female,86,4,1,Research Scientist,3,Married,"$3,517.00",Upto 5k,22490,7,Y,No,17,3,1,80,0,5,0,3,3,2,0,2
RM1171,27,26-35,No,Travel_Frequently,591,Research & Development,2,3,Medical,1,1648,4,Male,87,3,1,Research Scientist,4,Single,"$2,580.00",Upto 5k,6297,2,Y,No,13,3,3,80,0,6,0,2,4,2,1,2
RM1172,40,36-45,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1649,1,Male,73,3,1,Laboratory Technician,1,Single,"$2,166.00",Upto 5k,3339,3,Y,Yes,14,3,2,80,0,10,3,1,4,2,0,3
RM1173,29,26-35,No,Travel_Rarely,469,Sales,10,3,Medical,1,1650,3,Male,42,2,2,Sales Executive,3,Single,"$5,869.00",5k-10k,23413,9,Y,No,11,3,3,80,0,8,2,3,5,2,1,4
RM1174,36,36-45,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1,1651,2,Female,42,3,3,Healthcare Representative,1,Married,"$8,008.00",5k-10k,22792,4,Y,No,12,3,3,80,2,9,6,3,3,2,0,2
RM1175,25,18-25,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,1,1653,4,Male,77,4,2,Manufacturing Director,3,Divorced,"$5,206.00",5k-10k,4973,1,Y,No,17,3,3,80,2,7,6,3,7,7,0,7
RM1176,39,36-45,No,Travel_Rarely,492,Research & Development,12,3,Medical,1,1654,4,Male,66,3,2,Manufacturing Director,2,Married,"$5,295.00",5k-10k,7693,4,Y,No,21,4,3,80,0,7,3,3,5,4,1,0
RM1177,49,46-55,No,Travel_Rarely,301,Research & Development,22,4,Other,1,1655,1,Female,72,3,4,Research Director,2,Married,"$16,413.00",15k+,3498,3,Y,No,16,3,2,80,2,27,2,3,4,2,1,2
RM1178,50,46-55,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,1,1656,4,Female,50,2,3,Research Director,1,Divorced,"$13,269.00",10k-15k,21981,5,Y,No,15,3,3,80,3,19,3,3,14,11,1,11
RM1179,20,18-25,No,Travel_Rarely,1141,Sales,2,3,Medical,1,1657,3,Female,31,3,1,Sales Representative,3,Single,"$2,783.00",Upto 5k,13251,1,Y,No,19,3,1,80,0,2,3,3,2,2,2,2
RM118,36,36-45,No,Travel_Frequently,1467,Sales,11,2,Technical Degree,1,154,2,Female,92,3,3,Sales Executive,4,Married,"$9,738.00",5k-10k,22952,0,Y,No,14,3,3,80,1,10,6,3,9,7,2,8
RM1180,34,26-35,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1,1658,4,Female,66,3,2,Research Scientist,2,Divorced,"$5,433.00",5k-10k,19332,1,Y,No,12,3,3,80,1,11,2,3,11,8,7,9
RM1181,36,36-45,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,1659,1,Male,77,3,1,Laboratory Technician,2,Single,"$2,013.00",Upto 5k,10950,2,Y,No,11,3,3,80,0,15,4,3,4,3,1,3
RM1182,49,46-55,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1,1661,3,Female,41,2,4,Healthcare Representative,3,Married,"$13,966.00",10k-15k,11652,2,Y,Yes,19,3,2,80,1,30,3,3,15,11,2,12
RM1183,36,36-45,No,Non-Travel,894,Research & Development,1,4,Medical,1,1662,4,Female,33,2,2,Manufacturing Director,3,Married,"$4,374.00",Upto 5k,15411,0,Y,No,15,3,3,80,0,4,6,3,3,2,1,2
RM1184,36,36-45,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1,1664,4,Male,79,4,2,Healthcare Representative,1,Divorced,"$6,842.00",5k-10k,26308,6,Y,No,20,4,1,80,1,13,3,3,5,4,0,4
RM1185,54,46-55,No,Travel_Rarely,584,Research & Development,22,5,Medical,1,1665,2,Female,91,3,4,Manager,3,Married,"$17,426.00",15k+,18685,3,Y,No,25,4,3,80,1,36,6,3,10,8,4,7
RM1186,43,36-45,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1,1666,3,Male,65,2,4,Research Director,3,Married,"$17,603.00",15k+,3525,1,Y,No,24,4,1,80,1,14,3,3,14,10,6,11
RM1187,35,26-35,Yes,Travel_Frequently,880,Sales,12,4,Other,1,1667,4,Male,36,3,2,Sales Executive,4,Single,"$4,581.00",Upto 5k,10414,3,Y,Yes,24,4,1,80,0,13,2,4,11,9,6,7
RM1188,38,36-45,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1,1668,4,Male,90,3,2,Research Scientist,4,Married,"$4,735.00",Upto 5k,9867,7,Y,No,15,3,4,80,2,19,4,4,13,11,2,9
RM1189,29,26-35,No,Travel_Rarely,991,Sales,5,3,Medical,1,1669,1,Male,43,2,2,Sales Executive,2,Divorced,"$4,187.00",Upto 5k,3356,1,Y,Yes,13,3,2,80,1,10,3,2,10,0,0,9
RM119,36,36-45,No,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,155,1,Female,39,3,1,Laboratory Technician,4,Divorced,"$2,835.00",Upto 5k,2561,5,Y,No,22,4,1,80,1,7,2,3,1,0,0,0
RM1190,33,26-35,No,Travel_Rarely,392,Sales,2,4,Medical,1,1670,4,Male,93,3,2,Sales Executive,4,Divorced,"$5,505.00",5k-10k,3921,1,Y,No,14,3,3,80,2,6,5,3,6,2,0,4
RM1191,32,26-35,No,Travel_Rarely,977,Research & Development,2,3,Medical,1,1671,4,Male,45,3,2,Research Scientist,2,Divorced,"$5,470.00",5k-10k,25518,0,Y,No,13,3,3,80,2,10,4,2,9,5,1,6
RM1192,31,26-35,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,1673,1,Female,67,3,2,Sales Executive,4,Married,"$5,476.00",5k-10k,22589,1,Y,No,11,3,1,80,2,10,2,3,10,0,0,2
RM1193,49,46-55,No,Travel_Rarely,464,Research & Development,16,3,Medical,1,1674,4,Female,74,3,1,Laboratory Technician,1,Divorced,"$2,587.00",Upto 5k,24941,4,Y,Yes,16,3,2,80,1,17,2,2,2,2,2,2
RM1194,38,36-45,No,Travel_Frequently,148,Research & Development,2,3,Medical,1,1675,4,Female,42,2,1,Laboratory Technician,2,Single,"$2,440.00",Upto 5k,23826,1,Y,No,22,4,2,80,0,4,3,3,4,3,3,3
RM1195,47,46-55,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,1,1676,2,Female,47,4,4,Manager,2,Divorced,"$15,972.00",15k+,21086,6,Y,No,14,3,3,80,3,29,2,3,3,2,1,2
RM1196,49,46-55,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1,1677,3,Male,36,3,4,Manager,3,Single,"$15,379.00",15k+,22384,4,Y,No,14,3,1,80,0,23,2,3,8,7,0,0
RM1197,41,36-45,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,1,1678,4,Male,80,3,3,Sales Executive,3,Single,"$7,082.00",5k-10k,11591,3,Y,Yes,16,3,4,80,0,21,2,3,2,0,0,2
RM1198,20,18-25,No,Travel_Rarely,727,Sales,9,1,Life Sciences,1,1680,4,Male,54,3,1,Sales Representative,1,Single,"$2,728.00",Upto 5k,21082,1,Y,No,11,3,1,80,0,2,3,3,2,2,0,2
RM1199,33,26-35,No,Non-Travel,530,Sales,16,3,Life Sciences,1,1681,3,Female,36,3,2,Sales Executive,4,Divorced,"$5,368.00",5k-10k,16130,1,Y,Yes,25,4,3,80,1,7,2,3,6,5,1,2
RM120,43,36-45,No,Travel_Frequently,394,Sales,26,2,Life Sciences,1,158,3,Male,92,3,4,Manager,4,Married,"$16,959.00",15k+,19494,1,Y,Yes,12,3,4,80,2,25,3,4,25,12,4,12
RM1200,36,36-45,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,1682,1,Male,80,3,2,Healthcare Representative,3,Married,"$5,347.00",5k-10k,7419,6,Y,No,14,3,2,80,2,10,2,2,3,2,0,2
RM1201,44,36-45,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1,1683,3,Female,44,3,1,Human Resources,4,Divorced,"$3,195.00",Upto 5k,4167,4,Y,Yes,18,3,1,80,3,8,2,3,2,2,2,2
RM1202,23,18-25,Yes,Travel_Rarely,1320,Research & Development,8,1,Medical,1,1684,4,Male,93,2,1,Laboratory Technician,3,Single,"$3,989.00",Upto 5k,20586,1,Y,Yes,11,3,1,80,0,5,2,3,5,4,1,2
RM1203,38,36-45,No,Travel_Rarely,1495,Research & Development,4,2,Medical,1,1687,4,Female,87,3,1,Laboratory Technician,3,Married,"$3,306.00",Upto 5k,26176,7,Y,No,19,3,4,80,1,7,5,2,0,0,0,0
RM1204,53,46-55,No,Travel_Rarely,1395,Research & Development,24,4,Medical,1,1689,2,Male,48,4,3,Healthcare Representative,4,Married,"$7,005.00",5k-10k,3458,3,Y,No,15,3,3,80,0,11,2,3,4,3,1,2
RM1205,48,46-55,Yes,Travel_Frequently,708,Sales,7,2,Medical,1,1691,4,Female,95,3,1,Sales Representative,3,Married,"$2,655.00",Upto 5k,11740,2,Y,Yes,11,3,3,80,2,19,3,3,9,7,7,7
RM1206,32,26-35,Yes,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,1,1692,4,Male,95,3,1,Laboratory Technician,2,Single,"$1,393.00",Upto 5k,24852,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0
RM1207,26,26-35,No,Non-Travel,786,Research & Development,7,3,Medical,1,1693,4,Male,76,3,1,Laboratory Technician,4,Single,"$2,570.00",Upto 5k,11925,1,Y,No,20,4,3,80,0,7,5,3,7,7,5,7
RM1208,55,46-55,No,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,1694,1,Male,94,2,1,Research Scientist,2,Divorced,"$3,537.00",Upto 5k,23737,5,Y,No,12,3,4,80,1,8,1,3,4,2,1,2
RM1209,34,26-35,No,Travel_Rarely,1157,Research & Development,5,2,Medical,1,1696,2,Male,57,2,2,Laboratory Technician,4,Married,"$3,986.00",Upto 5k,11912,1,Y,No,14,3,3,80,1,15,3,4,15,10,4,13
RM121,30,26-35,No,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,1,159,1,Male,96,1,1,Research Scientist,3,Divorced,"$2,613.00",Upto 5k,22310,1,Y,No,25,4,3,80,3,10,2,2,10,7,0,9
RM1210,60,55+,No,Travel_Rarely,370,Research & Development,1,4,Medical,1,1697,3,Male,92,1,3,Healthcare Representative,4,Divorced,"$10,883.00",10k-15k,20467,3,Y,No,20,4,3,80,1,19,2,4,1,0,0,0
RM1211,33,26-35,No,Travel_Rarely,267,Research & Development,21,3,Medical,1,1698,2,Male,79,4,1,Laboratory Technician,2,Married,"$2,028.00",Upto 5k,13637,1,Y,No,18,3,4,80,3,14,6,3,14,11,2,13
RM1212,37,36-45,No,Travel_Frequently,1278,Sales,1,4,Medical,1,1700,3,Male,31,1,2,Sales Executive,4,Divorced,"$9,525.00",5k-10k,7677,1,Y,No,14,3,3,80,2,6,2,2,6,3,1,3
RM1213,34,26-35,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,1,1701,2,Female,35,2,1,Research Scientist,4,Married,"$2,929.00",Upto 5k,20338,1,Y,No,12,3,2,80,0,10,3,3,10,9,8,7
RM1214,23,18-25,Yes,Travel_Rarely,427,Sales,7,3,Life Sciences,1,1702,3,Male,99,3,1,Sales Representative,4,Divorced,"$2,275.00",Upto 5k,25103,1,Y,Yes,21,4,2,80,1,3,2,3,3,2,0,2
RM1215,44,36-45,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1,1703,3,Female,96,4,3,Healthcare Representative,4,Married,"$7,879.00",5k-10k,14810,1,Y,Yes,19,3,2,80,1,9,2,3,8,7,6,7
RM1216,35,26-35,No,Travel_Frequently,146,Research & Development,2,4,Medical,1,1704,1,Male,79,2,1,Research Scientist,4,Single,"$4,930.00",Upto 5k,13970,0,Y,Yes,14,3,3,80,0,6,2,4,5,4,1,4
RM1217,43,36-45,No,Travel_Rarely,1179,Sales,2,3,Medical,1,1706,4,Male,73,3,2,Sales Executive,4,Married,"$7,847.00",5k-10k,6069,1,Y,Yes,17,3,1,80,1,10,3,3,10,9,8,8
RM1218,24,18-25,No,Travel_Rarely,581,Research & Development,9,3,Medical,1,1707,3,Male,62,4,1,Research Scientist,3,Married,"$4,401.00",Upto 5k,17616,1,Y,No,16,3,4,80,1,5,1,3,5,3,0,4
RM1219,41,36-45,No,Travel_Rarely,918,Sales,6,3,Marketing,1,1708,4,Male,35,3,3,Sales Executive,3,Single,"$9,241.00",5k-10k,15869,1,Y,No,12,3,2,80,0,10,3,3,10,8,8,7
RM122,33,26-35,No,Non-Travel,750,Sales,22,2,Marketing,1,160,3,Male,95,3,2,Sales Executive,2,Married,"$6,146.00",5k-10k,15480,0,Y,No,13,3,1,80,1,8,2,4,7,7,0,7
RM1220,29,26-35,No,Travel_Rarely,1082,Research & Development,9,4,Medical,1,1709,4,Female,43,3,1,Laboratory Technician,3,Married,"$2,974.00",Upto 5k,25412,9,Y,No,17,3,3,80,1,9,2,3,5,3,1,2
RM1221,36,36-45,No,Travel_Rarely,530,Sales,2,4,Life Sciences,1,1710,3,Female,51,3,2,Sales Representative,4,Single,"$4,502.00",Upto 5k,7439,3,Y,No,15,3,3,80,0,17,2,2,13,7,6,7
RM1222,45,36-45,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,1,1712,3,Male,74,2,3,Healthcare Representative,3,Married,"$10,748.00",10k-15k,3395,3,Y,No,23,4,4,80,1,25,3,2,23,15,14,4
RM1223,24,18-25,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,1,1714,4,Male,58,1,1,Human Resources,3,Married,"$1,555.00",Upto 5k,11585,1,Y,No,11,3,3,80,1,1,2,3,1,0,0,0
RM1224,47,46-55,Yes,Travel_Frequently,1093,Sales,9,3,Life Sciences,1,1716,3,Male,82,1,4,Sales Executive,3,Married,"$12,936.00",10k-15k,24164,7,Y,No,11,3,3,80,0,25,3,1,23,5,14,10
RM1225,26,26-35,No,Travel_Rarely,390,Research & Development,17,4,Medical,1,1718,4,Male,62,1,1,Laboratory Technician,3,Married,"$2,305.00",Upto 5k,6217,1,Y,No,15,3,3,80,3,3,3,4,3,2,0,2
RM1226,45,36-45,No,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,1,1719,4,Female,48,2,4,Research Director,2,Single,"$16,704.00",15k+,17119,1,Y,No,11,3,3,80,0,21,2,3,21,6,8,6
RM1227,32,26-35,No,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,1720,1,Male,56,3,1,Research Scientist,3,Married,"$3,433.00",Upto 5k,17360,6,Y,No,13,3,1,80,1,10,3,2,5,2,1,3
RM1228,31,26-35,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1,1721,2,Male,69,3,1,Laboratory Technician,3,Married,"$3,477.00",Upto 5k,18103,1,Y,No,14,3,4,80,1,6,2,4,5,2,0,3
RM1229,41,36-45,No,Non-Travel,552,Human Resources,4,3,Human Resources,1,1722,3,Male,60,1,2,Human Resources,2,Married,"$6,430.00",5k-10k,20794,6,Y,No,19,3,2,80,1,10,4,3,3,2,1,2
RM123,56,55+,Yes,Travel_Rarely,441,Research & Development,14,4,Life Sciences,1,161,2,Female,72,3,1,Research Scientist,2,Married,"$4,963.00",Upto 5k,4510,9,Y,Yes,18,3,1,80,3,7,2,3,5,4,4,3
RM1230,40,36-45,No,Travel_Rarely,369,Research & Development,8,2,Life Sciences,1,1724,2,Female,92,3,2,Manufacturing Director,1,Married,"$6,516.00",5k-10k,5041,2,Y,Yes,16,3,2,80,1,18,3,3,1,0,0,0
RM1231,24,18-25,No,Travel_Rarely,506,Research & Development,29,1,Medical,1,1725,2,Male,91,3,1,Laboratory Technician,1,Divorced,"$3,907.00",Upto 5k,3622,1,Y,No,13,3,2,80,3,6,2,4,6,2,1,2
RM1232,46,46-55,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1,1727,3,Male,34,3,2,Healthcare Representative,2,Single,"$5,562.00",5k-10k,9697,6,Y,No,14,3,4,80,0,19,3,3,10,7,0,9
RM1233,35,26-35,No,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,1,1728,4,Male,49,3,2,Manufacturing Director,3,Married,"$6,883.00",5k-10k,5151,2,Y,No,16,3,2,80,1,17,3,3,7,7,0,7
RM1234,30,26-35,No,Travel_Rarely,793,Research & Development,16,1,Life Sciences,1,1729,2,Male,33,3,1,Research Scientist,4,Married,"$2,862.00",Upto 5k,3811,1,Y,No,12,3,2,80,1,10,2,2,10,0,0,8
RM1235,47,46-55,No,Non-Travel,543,Sales,2,4,Marketing,1,1731,3,Male,87,3,2,Sales Executive,2,Married,"$4,978.00",Upto 5k,3536,7,Y,No,11,3,4,80,1,4,3,1,1,0,0,0
RM1236,46,46-55,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,1,1732,3,Male,74,3,3,Sales Executive,4,Divorced,"$10,368.00",10k-15k,5596,4,Y,Yes,12,3,2,80,1,13,5,2,10,6,0,3
RM1237,36,36-45,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,1,1733,2,Male,96,2,2,Sales Executive,1,Divorced,"$6,134.00",5k-10k,8658,5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2
RM1238,32,26-35,Yes,Travel_Rarely,964,Sales,1,2,Life Sciences,1,1734,1,Male,34,1,2,Sales Executive,2,Single,"$6,735.00",5k-10k,12147,6,Y,No,15,3,2,80,0,10,2,3,0,0,0,0
RM1239,23,18-25,No,Travel_Rarely,160,Research & Development,4,1,Medical,1,1735,3,Female,51,3,1,Laboratory Technician,2,Single,"$3,295.00",Upto 5k,12862,1,Y,No,13,3,3,80,0,3,3,1,3,2,1,2
RM124,51,46-55,No,Travel_Rarely,684,Research & Development,6,3,Life Sciences,1,162,1,Male,51,3,5,Research Director,3,Single,"$19,537.00",15k+,6462,7,Y,No,13,3,3,80,0,23,5,3,20,18,15,15
RM1240,31,26-35,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,1,1736,4,Female,30,3,2,Manufacturing Director,4,Single,"$5,238.00",5k-10k,6670,2,Y,No,20,4,4,80,0,9,3,2,5,4,1,4
RM1241,39,36-45,No,Non-Travel,792,Research & Development,1,3,Life Sciences,1,1737,4,Male,77,3,2,Laboratory Technician,4,Married,"$6,472.00",5k-10k,8989,1,Y,Yes,15,3,4,80,1,9,2,3,9,8,5,8
RM1242,32,26-35,No,Travel_Rarely,371,Sales,19,3,Life Sciences,1,1739,4,Male,80,1,3,Sales Executive,3,Married,"$9,610.00",5k-10k,3840,3,Y,No,13,3,3,80,1,10,2,1,4,3,0,2
RM1243,40,36-45,No,Travel_Rarely,611,Sales,7,4,Medical,1,1740,2,Male,88,3,5,Manager,2,Single,"$19,833.00",15k+,4349,1,Y,No,14,3,2,80,0,21,3,2,21,8,12,8
RM1244,45,36-45,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,1,1744,3,Female,56,1,3,Human Resources,3,Married,"$9,756.00",5k-10k,6595,4,Y,No,21,4,3,80,2,9,2,4,5,0,0,3
RM1245,30,26-35,No,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1,1745,4,Female,78,2,1,Research Scientist,1,Single,"$4,968.00",Upto 5k,26427,0,Y,No,16,3,4,80,0,10,2,3,9,7,0,7
RM1246,24,18-25,No,Travel_Frequently,897,Human Resources,10,3,Medical,1,1746,1,Male,59,3,1,Human Resources,4,Married,"$2,145.00",Upto 5k,2097,0,Y,No,14,3,4,80,1,3,2,3,2,2,2,1
RM1247,30,26-35,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,1,1747,3,Female,66,2,1,Human Resources,4,Divorced,"$2,180.00",Upto 5k,9732,6,Y,No,11,3,3,80,1,6,0,2,4,2,1,2
RM1248,31,26-35,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,1749,1,Male,51,3,2,Sales Executive,3,Married,"$8,346.00",5k-10k,20943,1,Y,No,19,3,3,80,1,6,3,3,5,2,0,2
RM1249,27,26-35,No,Travel_Rarely,1054,Research & Development,8,3,Medical,1,1751,3,Female,67,3,1,Research Scientist,4,Single,"$3,445.00",Upto 5k,6152,1,Y,No,11,3,3,80,0,6,5,2,6,2,1,4
RM125,31,26-35,Yes,Travel_Rarely,249,Sales,6,4,Life Sciences,1,163,2,Male,76,1,2,Sales Executive,3,Married,"$6,172.00",5k-10k,20739,4,Y,Yes,18,3,2,80,0,12,3,2,7,7,7,7
RM1250,29,26-35,Yes,Travel_Rarely,428,Sales,9,3,Marketing,1,1752,2,Female,52,1,1,Sales Representative,2,Single,"$2,760.00",Upto 5k,14630,1,Y,No,13,3,3,80,0,2,3,3,2,2,2,2
